query_id	query_start	query_end	hit_accession	hit_id	hit_description	hit_start	hit_end	conditional_evalue	bitscore	family
AnophelesgambiaePEST|AGAP001027	105	384	PF01770.22	Folate_carrier	Reduced folate carrier	74	355	2.3e-08	21.5	OG6100060
AnophelesgambiaePEST|AGAP001027	82	118	PF10348.13	DUF2427	Domain of unknown function (DUF2427)	25	61	0.00023	9.5	OG6100060
AnophelesgambiaePEST|AGAP001027	369	387	PF00662.24	Proton_antipo_N	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	19	40	0.0013	7.2	OG6100060
AnophelesatroparvusEBRO|AATE007512	48	176	PF14223.10	Retrotran_gag_2	gag-polypeptide of LTR copia-type	3	131	1.1e-16	48.6	OG6100069
AnophelesatroparvusEBRO|AATE007512	10	33	PF13961.10	DUF4219	Domain of unknown function (DUF4219)	0	22	3.7e-06	14.5	OG6100069
AnophelesatroparvusEBRO|AATE007512	10	31	PF14244.10	Retrotran_gag_3	gag-polypeptide of LTR copia-type	14	34	5.9e-05	10.7	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	47	182	PF14223.10	Retrotran_gag_2	gag-polypeptide of LTR copia-type	0	137	4.8e-31	96.4	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	455	552	PF00665.30	rve	Integrase core domain	5	102	1e-17	53.5	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	393	438	PF13976.10	gag_pre-integrs	GAG-pre-integrase domain	24	67	5.7e-09	24.9	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	211	228	PF00098.27	zf-CCHC	Zinc knuckle	0	17	1.5e-08	23.8	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	10	36	PF13961.10	DUF4219	Domain of unknown function (DUF4219)	0	26	2.9e-07	19.4	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	540	567	PF13683.10	rve_3	Integrase core domain	1	28	4.2e-06	15.6	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	9	28	PF14244.10	Retrotran_gag_3	gag-polypeptide of LTR copia-type	13	32	0.00015	10.8	OG6100069
AnophelesfunestusFUMOZ|AFUN019813	212	228	PF13696.10	zf-CCHC_2	Zinc knuckle	4	20	0.00012	11.0	OG6100069
AnophelesfunestusFUMOZ|AFUN005678	20	72	PF11899.12	DUF3419	Protein of unknown function (DUF3419)	125	176	5.2e-07	15.1	OG6100069
AnophelesalbimanusSTECLA|AALB006905	432	644	PF01061.28	ABC2_membrane	ABC-2 type transporter	0	211	2.1e-49	158.2	OG6100076
AnophelesalbimanusSTECLA|AALB006905	118	275	PF00005.31	ABC_tran	ABC transporter	0	137	8e-27	84.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	303	375	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	73	8.1e-12	34.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	246	306	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	237	300	0.00082	9.6	OG6100076
AnophelesalbimanusSTECLA|AALB006905	112	178	PF13481.10	AAA_25	AAA domain	16	84	1.6e-06	18.1	OG6100076
AnophelesalbimanusSTECLA|AALB006905	128	150	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	6.7e-06	16.3	OG6100076
AnophelesalbimanusSTECLA|AALB006905	122	153	PF13191.10	AAA_16	AAA ATPase domain	15	48	1.5e-05	15.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	129	308	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	24	202	0.00012	11.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	126	150	PF13555.10	AAA_29	P-loop containing region of AAA domain	20	43	2.9e-05	14.2	OG6100076
AnophelesalbimanusSTECLA|AALB006905	132	165	PF13521.10	AAA_28	AAA domain	2	33	2.8e-05	14.7	OG6100076
AnophelesalbimanusSTECLA|AALB006905	302	383	PF21034.1	BCAS3_WD40	BCAS3, WD40 repeat	125	207	3e-05	12.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	111	148	PF20703.1	nSTAND1	Novel STAND NTPase 1	15	52	3.6e-05	13.8	OG6100076
AnophelesalbimanusSTECLA|AALB006905	128	152	PF13401.10	AAA_22	AAA domain	4	28	7.1e-05	13.5	OG6100076
AnophelesalbimanusSTECLA|AALB006905	509	695	PF12698.11	ABC2_membrane_3	ABC-2 family transporter protein	182	343	8.3e-05	12.0	OG6100076
AnophelesalbimanusSTECLA|AALB006905	130	174	PF13671.10	AAA_33	AAA domain	0	40	8.5e-05	13.2	OG6100076
AnophelesalbimanusSTECLA|AALB006905	122	150	PF13604.10	AAA_30	AAA domain	10	39	0.00029	10.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	130	151	PF13476.10	AAA_23	AAA domain	20	41	0.00031	11.7	OG6100076
AnophelesalbimanusSTECLA|AALB006905	132	152	PF01926.27	MMR_HSR1	50S ribosome-binding GTPase	2	22	0.00041	10.9	OG6100076
AnophelesalbimanusSTECLA|AALB006905	131	153	PF00350.27	Dynamin_N	Dynamin family	0	22	0.00046	10.6	OG6100076
AnophelesalbimanusSTECLA|AALB007665	406	617	PF01061.28	ABC2_membrane	ABC-2 type transporter	2	210	3e-41	131.2	OG6100076
AnophelesalbimanusSTECLA|AALB007665	104	259	PF00005.31	ABC_tran	ABC transporter	1	137	2.5e-26	83.0	OG6100076
AnophelesalbimanusSTECLA|AALB007665	287	344	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	58	2.9e-10	29.4	OG6100076
AnophelesalbimanusSTECLA|AALB007665	192	290	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	219	300	2.3e-06	17.7	OG6100076
AnophelesalbimanusSTECLA|AALB007665	229	298	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	135	208	1.9e-06	17.4	OG6100076
AnophelesalbimanusSTECLA|AALB007665	104	137	PF13481.10	AAA_25	AAA domain	23	56	2.5e-06	17.2	OG6100076
AnophelesalbimanusSTECLA|AALB007665	115	135	PF13555.10	AAA_29	P-loop containing region of AAA domain	23	43	9.4e-06	15.4	OG6100076
AnophelesalbimanusSTECLA|AALB007665	113	135	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	6.8e-06	16.0	OG6100076
AnophelesalbimanusSTECLA|AALB007665	116	144	PF13521.10	AAA_28	AAA domain	1	27	2.9e-05	14.3	OG6100076
AnophelesalbimanusSTECLA|AALB007665	114	141	PF13401.10	AAA_22	AAA domain	5	35	9.7e-05	12.7	OG6100076
AnophelesalbimanusSTECLA|AALB007665	112	146	PF13191.10	AAA_16	AAA ATPase domain	23	58	0.00013	12.5	OG6100076
AnophelesalbimanusSTECLA|AALB007665	115	135	PF18751.5	Ploopntkinase3	P-loop Nucleotide Kinase3	4	24	5.2e-05	12.9	OG6100076
AnophelesalbimanusSTECLA|AALB007665	115	144	PF13671.10	AAA_33	AAA domain	0	28	0.00015	12.1	OG6100076
AnophelesalbimanusSTECLA|AALB007665	101	135	PF02367.21	TsaE	Threonylcarbamoyl adenosine biosynthesis protein TsaE	8	42	0.0003	10.8	OG6100076
AnophelesalbimanusSTECLA|AALB007665	116	135	PF01926.27	MMR_HSR1	50S ribosome-binding GTPase	1	20	0.00046	10.4	OG6100076
AnophelesatroparvusEBRO|AATE004675	423	635	PF01061.28	ABC2_membrane	ABC-2 type transporter	0	211	9.6e-50	159.2	OG6100076
AnophelesatroparvusEBRO|AATE004675	117	274	PF00005.31	ABC_tran	ABC transporter	0	137	3.1e-27	86.2	OG6100076
AnophelesatroparvusEBRO|AATE004675	302	371	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	70	4.3e-12	35.7	OG6100076
AnophelesatroparvusEBRO|AATE004675	110	177	PF13481.10	AAA_25	AAA domain	15	84	1.9e-07	21.1	OG6100076
AnophelesatroparvusEBRO|AATE004675	245	305	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	237	300	0.00076	9.6	OG6100076
AnophelesatroparvusEBRO|AATE004675	101	147	PF20703.1	nSTAND1	Novel STAND NTPase 1	6	52	2.2e-06	17.7	OG6100076
AnophelesatroparvusEBRO|AATE004675	121	168	PF13191.10	AAA_16	AAA ATPase domain	15	52	4.7e-06	17.4	OG6100076
AnophelesatroparvusEBRO|AATE004675	127	149	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	6.4e-06	16.3	OG6100076
AnophelesatroparvusEBRO|AATE004675	231	307	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	134	202	0.0014	8.3	OG6100076
AnophelesatroparvusEBRO|AATE004675	498	620	PF12698.11	ABC2_membrane_3	ABC-2 family transporter protein	180	305	1.9e-05	14.0	OG6100076
AnophelesatroparvusEBRO|AATE004675	125	149	PF13555.10	AAA_29	P-loop containing region of AAA domain	20	43	3.3e-05	13.9	OG6100076
AnophelesatroparvusEBRO|AATE004675	127	152	PF13401.10	AAA_22	AAA domain	4	29	5.4e-05	13.8	OG6100076
AnophelesatroparvusEBRO|AATE004675	131	151	PF13521.10	AAA_28	AAA domain	2	22	8.2e-05	13.1	OG6100076
AnophelesatroparvusEBRO|AATE004675	121	149	PF13604.10	AAA_30	AAA domain	10	39	0.00033	10.6	OG6100076
AnophelesatroparvusEBRO|AATE004675	129	150	PF13476.10	AAA_23	AAA domain	20	41	0.00029	11.7	OG6100076
AnophelesatroparvusEBRO|AATE004675	131	151	PF01926.27	MMR_HSR1	50S ribosome-binding GTPase	2	22	0.00034	11.0	OG6100076
AnophelesatroparvusEBRO|AATE004675	130	152	PF00350.27	Dynamin_N	Dynamin family	0	22	0.00046	10.5	OG6100076
AnophelesatroparvusEBRO|AATE004675	117	149	PF09818.13	ABC_ATPase	P-loop domain	68	100	0.00046	9.4	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	418	630	PF01061.28	ABC2_membrane	ABC-2 type transporter	0	211	1.8e-50	161.6	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	114	271	PF00005.31	ABC_tran	ABC transporter	0	137	1.7e-27	87.1	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	299	356	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	58	9.1e-12	34.7	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	109	174	PF13481.10	AAA_25	AAA domain	17	84	3.5e-07	20.3	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	242	302	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	237	300	0.0008	9.6	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	119	165	PF13191.10	AAA_16	AAA ATPase domain	16	52	4.4e-06	17.6	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	124	146	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	6.3e-06	16.4	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	228	304	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	134	202	0.0014	8.4	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	104	144	PF20703.1	nSTAND1	Novel STAND NTPase 1	12	52	1.8e-05	14.7	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	122	146	PF13555.10	AAA_29	P-loop containing region of AAA domain	20	43	3e-05	14.2	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	124	149	PF13401.10	AAA_22	AAA domain	4	29	5.7e-05	13.8	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	128	161	PF13521.10	AAA_28	AAA domain	2	33	3.3e-05	14.5	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	126	165	PF13671.10	AAA_33	AAA domain	0	39	0.00011	12.8	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	118	146	PF13604.10	AAA_30	AAA domain	10	39	0.0004	10.4	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	114	146	PF09818.13	ABC_ATPase	P-loop domain	68	100	0.0004	9.7	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	126	147	PF13476.10	AAA_23	AAA domain	20	41	0.00031	11.7	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	128	148	PF01926.27	MMR_HSR1	50S ribosome-binding GTPase	2	22	0.0004	10.9	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	493	615	PF12698.11	ABC2_membrane_3	ABC-2 family transporter protein	180	305	1.5e-05	14.5	OG6100076
AnophelesfunestusFUMOZ|AFUN003538	127	148	PF00350.27	Dynamin_N	Dynamin family	0	21	0.00052	10.4	OG6100076
AnophelesgambiaePEST|AGAP000506	417	625	PF01061.28	ABC2_membrane	ABC-2 type transporter	4	210	5.8e-41	129.4	OG6100076
AnophelesgambiaePEST|AGAP000506	114	267	PF00005.31	ABC_tran	ABC transporter	1	137	2.3e-26	82.2	OG6100076
AnophelesgambiaePEST|AGAP000506	295	353	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	59	1e-10	30.1	OG6100076
AnophelesgambiaePEST|AGAP000506	210	306	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	120	208	5.3e-06	15.0	OG6100076
AnophelesgambiaePEST|AGAP000506	238	298	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	237	300	1.7e-05	13.9	OG6100076
AnophelesgambiaePEST|AGAP000506	115	147	PF13481.10	AAA_25	AAA domain	24	56	4.9e-05	12.1	OG6100076
AnophelesgambiaePEST|AGAP000506	123	145	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	0.00012	11.0	OG6100076
AnophelesgambiaePEST|AGAP000506	647	671	PF04195.16	Transposase_28	Putative gypsy type transposon	19	43	0.00011	11.6	OG6100076
AnophelesgambiaePEST|AGAP000553	419	567	PF01061.28	ABC2_membrane	ABC-2 type transporter	0	147	2.6e-31	99.1	OG6100076
AnophelesgambiaePEST|AGAP000553	115	272	PF00005.31	ABC_tran	ABC transporter	0	137	1.2e-27	87.7	OG6100076
AnophelesgambiaePEST|AGAP000553	300	357	PF19055.4	ABC2_membrane_7	ABC-2 type transporter	0	58	8.2e-12	35.0	OG6100076
AnophelesgambiaePEST|AGAP000553	110	177	PF13481.10	AAA_25	AAA domain	17	90	2.9e-07	20.6	OG6100076
AnophelesgambiaePEST|AGAP000553	243	303	PF13304.10	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	237	300	0.00071	9.9	OG6100076
AnophelesgambiaePEST|AGAP000553	124	147	PF03193.20	RsgA_GTPase	RsgA GTPase	105	127	4.8e-06	16.9	OG6100076
AnophelesgambiaePEST|AGAP000553	229	305	PF02463.23	SMC_N	RecF/RecN/SMC N terminal domain	134	202	0.0012	8.6	OG6100076
AnophelesgambiaePEST|AGAP000553	122	162	PF13191.10	AAA_16	AAA ATPase domain	18	52	6.6e-06	17.1	OG6100076
AnophelesgambiaePEST|AGAP000553	104	145	PF20703.1	nSTAND1	Novel STAND NTPase 1	11	52	1.7e-05	14.9	OG6100076
AnophelesgambiaePEST|AGAP000553	124	147	PF13555.10	AAA_29	P-loop containing region of AAA domain	21	43	3.2e-05	14.1	OG6100076
AnophelesgambiaePEST|AGAP000553	129	162	PF13521.10	AAA_28	AAA domain	2	33	2.8e-05	14.8	OG6100076
AnophelesgambiaePEST|AGAP000553	125	150	PF13401.10	AAA_22	AAA domain	4	29	5.1e-05	14.0	OG6100076
AnophelesgambiaePEST|AGAP000553	127	208	PF13671.10	AAA_33	AAA domain	0	72	5.9e-05	13.8	OG6100076
AnophelesgambiaePEST|AGAP000553	118	147	PF13604.10	AAA_30	AAA domain	9	39	0.00026	11.1	OG6100076
AnophelesgambiaePEST|AGAP000553	129	149	PF01926.27	MMR_HSR1	50S ribosome-binding GTPase	2	22	0.00036	11.1	OG6100076
AnophelesgambiaePEST|AGAP000553	128	148	PF13476.10	AAA_23	AAA domain	21	41	0.0003	11.8	OG6100076
AnophelesgambiaePEST|AGAP000553	128	149	PF00350.27	Dynamin_N	Dynamin family	0	21	0.00045	10.7	OG6100076
AnophelesgambiaePEST|AGAP000553	114	147	PF02367.21	TsaE	Threonylcarbamoyl adenosine biosynthesis protein TsaE	9	42	0.00053	10.4	OG6100076
AnophelesgambiaePEST|AGAP000553	124	148	PF20720.1	nSTAND3	Novel STAND NTPase 3	15	39	0.001	9.2	OG6100076
AnophelesgambiaePEST|AGAP000553	448	488	PF05232.16	BTP	Chlorhexidine efflux transporter	18	58	0.011	6.3	OG6100076
AnophelesalbimanusSTECLA|AALB007715	34	592	PF00135.32	COesterase	Carboxylesterase family	2	515	2.3e-138	449.9	OG6100080
AnophelesalbimanusSTECLA|AALB007715	156	271	PF20434.2	BD-FAE	BD-FAE	3	106	7.7e-14	39.4	OG6100080
AnophelesalbimanusSTECLA|AALB007715	168	273	PF07859.17	Abhydrolase_3	alpha/beta hydrolase fold	0	89	2.9e-10	27.9	OG6100080
AnophelesatroparvusEBRO|AATE005176	104	662	PF00135.32	COesterase	Carboxylesterase family	2	515	3.8e-138	449.6	OG6100080
AnophelesatroparvusEBRO|AATE005176	226	341	PF20434.2	BD-FAE	BD-FAE	3	106	1.9e-13	38.5	OG6100080
AnophelesatroparvusEBRO|AATE005176	238	337	PF07859.17	Abhydrolase_3	alpha/beta hydrolase fold	0	84	1.2e-09	26.4	OG6100080
AnophelesatroparvusEBRO|AATE005176	120	143	PF10370.13	Rv2993c-like_N	Rv2993c-like, N-terminal	16	39	0.0091	5.1	OG6100080
AnophelesfunestusFUMOZ|AFUN005694	33	591	PF00135.32	COesterase	Carboxylesterase family	2	515	3.7e-139	452.5	OG6100080
AnophelesfunestusFUMOZ|AFUN005694	155	270	PF20434.2	BD-FAE	BD-FAE	3	106	1.2e-13	38.8	OG6100080
AnophelesfunestusFUMOZ|AFUN005694	167	265	PF07859.17	Abhydrolase_3	alpha/beta hydrolase fold	0	83	9.7e-10	26.2	OG6100080
AnophelesgambiaePEST|AGAP000466	35	593	PF00135.32	COesterase	Carboxylesterase family	2	515	9.6e-140	454.4	OG6100080
AnophelesgambiaePEST|AGAP000466	157	272	PF20434.2	BD-FAE	BD-FAE	3	106	1.1e-13	38.9	OG6100080
AnophelesgambiaePEST|AGAP000466	169	268	PF07859.17	Abhydrolase_3	alpha/beta hydrolase fold	0	84	8.1e-10	26.5	OG6100080
AnophelesatroparvusEBRO|AATE014692	192	357	PF00685.31	Sulfotransfer_1	Sulfotransferase domain	91	254	1.2e-43	136.3	OG6100094
AnophelesatroparvusEBRO|AATE014692	192	284	PF13469.10	Sulfotransfer_3	Sulfotransferase family	125	214	2.4e-08	21.6	OG6100094
AnophelesalbimanusSTECLA|AALB006669	34	416	PF00501.32	AMP-binding	AMP-binding enzyme	1	381	3.4e-82	263.3	OG6100107
AnophelesalbimanusSTECLA|AALB006669	467	551	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	3.7e-23	69.6	OG6100107
AnophelesatroparvusEBRO|AATE011793	94	470	PF00501.32	AMP-binding	AMP-binding enzyme	5	381	2e-80	257.4	OG6100107
AnophelesatroparvusEBRO|AATE011793	521	599	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	8.8e-25	74.8	OG6100107
AnophelesfunestusFUMOZ|AFUN000570	35	409	PF00501.32	AMP-binding	AMP-binding enzyme	6	381	1.3e-79	255.3	OG6100107
AnophelesfunestusFUMOZ|AFUN000570	460	540	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	2.1e-21	64.5	OG6100107
AnophelesfunestusFUMOZ|AFUN000570	316	347	PF12852.11	Cupin_6	Cupin	107	138	1.7e-05	12.3	OG6100107
AnophelesalbimanusSTECLA|AALB006519	44	177	PF00578.25	AhpC-TSA	AhpC/TSA family	0	123	6.7e-44	137.0	OG6100111
AnophelesalbimanusSTECLA|AALB006519	44	186	PF08534.14	Redoxin	Redoxin	1	138	7.1e-19	56.2	OG6100111
AnophelesalbimanusSTECLA|AALB006519	197	227	PF10417.13	1-cysPrx_C	C-terminal domain of 1-Cys peroxiredoxin	0	31	7.8e-14	39.5	OG6100111
AnophelesalbimanusSTECLA|AALB006519	56	115	PF02630.18	SCO1-SenC	SCO1/SenC	5	66	8.6e-06	13.9	OG6100111
AnophelesatroparvusEBRO|AATE003063	37	169	PF00578.25	AhpC-TSA	AhpC/TSA family	0	123	3.1e-44	138.1	OG6100111
AnophelesatroparvusEBRO|AATE003063	37	178	PF08534.14	Redoxin	Redoxin	1	138	2.4e-19	57.8	OG6100111
AnophelesatroparvusEBRO|AATE003063	189	222	PF10417.13	1-cysPrx_C	C-terminal domain of 1-Cys peroxiredoxin	0	31	8.3e-14	39.5	OG6100111
AnophelesatroparvusEBRO|AATE003063	50	108	PF02630.18	SCO1-SenC	SCO1/SenC	6	66	1.5e-05	13.2	OG6100111
AnophelesfunestusFUMOZ|AFUN005725	36	168	PF00578.25	AhpC-TSA	AhpC/TSA family	0	123	2.1e-44	138.6	OG6100111
AnophelesfunestusFUMOZ|AFUN005725	36	177	PF08534.14	Redoxin	Redoxin	1	138	1e-19	59.0	OG6100111
AnophelesfunestusFUMOZ|AFUN005725	188	221	PF10417.13	1-cysPrx_C	C-terminal domain of 1-Cys peroxiredoxin	0	31	8.4e-14	39.5	OG6100111
AnophelesfunestusFUMOZ|AFUN005725	49	107	PF02630.18	SCO1-SenC	SCO1/SenC	6	66	4.2e-06	14.9	OG6100111
AnophelesgambiaePEST|AGAP000396	41	173	PF00578.25	AhpC-TSA	AhpC/TSA family	0	123	8.4e-43	133.4	OG6100111
AnophelesgambiaePEST|AGAP000396	40	182	PF08534.14	Redoxin	Redoxin	0	138	1.6e-17	51.9	OG6100111
